-3.179148864746093750e+02 -2.401650238037109375e+01 -1.870400390625000000e+03 -9.937797784805297852e-01 7.801486551761627197e-02 -7.946982979774475098e-02 2.199538270744489922e-14 2.774726517833644876e-14 3.222633664915287736e-14 2.428624090404620467e-14 3.183024926555109212e-14 2.317923612885517572e-14 2.861454840800239336e-14 3.338583059129078933e-14
-3.089190368652343750e+02 -2.949729347229003906e+01 -1.861264160156250000e+03 -9.469931721687316895e-01 3.353470563888549805e-02 3.194986283779144287e-01 -1.390222905713535937e-14 -7.064728413488966331e-15 -6.183901162599354616e-16 -1.200868032315003841e-14 -2.160089378452098389e-15 -1.360219440424224255e-14 -6.814561510173602809e-15 -2.454853344430964684e-16
-3.089190368652343750e+02 -2.949729347229003906e+01 -1.861264160156250000e+03 -9.469931721687316895e-01 3.353470563888549805e-02 3.194986283779144287e-01 -1.390222905713535937e-14 -7.064728413488966331e-15 -6.183901162599354616e-16 -1.200868032315003841e-14 -2.160089378452098389e-15 -1.360219440424224255e-14 -6.814561510173602809e-15 -2.454853344430964684e-16
-3.165174865722656250e+02 -2.879208564758300781e+01 -1.860813476562500000e+03 -9.561567902565002441e-01 -1.687251031398773193e-02 2.923688888549804688e-01 -1.035751764608102418e-14 -3.669123394391846747e-15 2.717158480685333992e-15 -8.776313286106740510e-15 9.342237992783059949e-16 -1.070662608702451696e-14 -3.880476447822626505e-15 2.489163154435338715e-15
-3.165174865722656250e+02 -2.879208564758300781e+01 -1.860813476562500000e+03 -9.561567902565002441e-01 -1.687251031398773193e-02 2.923688888549804688e-01 -1.035751764608102418e-14 -3.669123394391846747e-15 2.717158480685333992e-15 -8.776313286106740510e-15 9.342237992783059949e-16 -1.070662608702451696e-14 -3.880476447822626505e-15 2.489163154435338715e-15
-3.232539367675781250e+02 -2.465555000305175781e+01 -1.863163940429687500e+03 -9.845071434974670410e-01 -4.244302213191986084e-02 1.701303273439407349e-01 1.563236620027422929e-15 7.906236937064306423e-15 1.377798764719683651e-14 3.037544934788195136e-15 1.210961934523507252e-14 9.822419877345599008e-16 7.525028599827319315e-15 1.332175714502185014e-14
-2.917583007812500000e+02 7.421259880065917969e-01 -1.876691162109375000e+03 -9.891027808189392090e-01 1.294408589601516724e-01 7.014827430248260498e-02 6.817699854707720284e-15 1.320339255270838007e-14 1.849011872177904800e-14 9.398603567468361024e-15 1.797571015890853712e-14 8.520549123800353325e-15 1.441460966323549586e-14 2.006719403273621636e-14
-2.852828979492187500e+02 9.045331001281738281e+00 -1.880117309570312500e+03 -9.853612780570983887e-01 1.692465245723724365e-01 -2.046691626310348511e-02 1.402246924783849764e-14 2.018346949339458589e-14 2.500563684291403520e-14 1.681950434472298170e-14 2.486470823574288571e-14 1.620188747039437280e-14 2.172578765141417082e-14 2.700423524994973501e-14
-2.852828979492187500e+02 9.045331001281738281e+00 -1.880117309570312500e+03 -9.853612780570983887e-01 1.692465245723724365e-01 -2.046691626310348511e-02 1.402246924783849764e-14 2.018346949339458589e-14 2.500563684291403520e-14 1.681950434472298170e-14 2.486470823574288571e-14 1.620188747039437280e-14 2.172578765141417082e-14 2.700423524994973501e-14
-2.805215148925781250e+02 1.514587402343750000e+01 -1.880609863281250000e+03 -9.835676550865173340e-01 1.796377450227737427e-01 -1.802742294967174530e-02 1.348605257560096946e-14 1.968359072603855816e-14 2.452895910692147690e-14 1.634133578633263670e-14 2.442226375388539189e-14 1.577922400610649429e-14 2.130090767401753968e-14 2.661788842486305868e-14
-2.805215148925781250e+02 1.514587402343750000e+01 -1.880609863281250000e+03 -9.835676550865173340e-01 1.796377450227737427e-01 -1.802742294967174530e-02 1.348605257560096946e-14 1.968359072603855816e-14 2.452895910692147690e-14 1.634133578633263670e-14 2.442226375388539189e-14 1.577922400610649429e-14 2.130090767401753968e-14 2.661788842486305868e-14
-2.781178283691406250e+02 1.902967834472656250e+01 -1.877896240234375000e+03 -9.833403229713439941e-01 1.795152872800827026e-01 -2.856700681149959564e-02 1.438163311551052986e-14 2.059374028720979028e-14 2.543728320618329694e-14 1.724449407948218810e-14 2.533095267416223037e-14 1.666707260094606510e-14 2.220126643884601502e-14 2.750807590018258998e-14
-2.607666625976562500e+02 1.498557567596435547e+01 -1.880347900390625000e+03 -7.882149815559387207e-01 6.105499267578125000e-01 7.710997760295867920e-02 -8.709073213405668276e-16 5.302224685532307115e-15 8.994237007133836935e-15 4.538748595707493945e-15 1.162124500325427386e-14 7.160875230784633977e-15 1.102800416320234867e-14 1.646572487691531520e-14
-2.613001708984375000e+02 1.640862655639648438e+01 -1.878063598632812500e+03 -8.079137206077575684e-01 5.883020162582397461e-01 3.429668024182319641e-02 3.360113285573326243e-15 9.524120898088158983e-15 1.318822113478693276e-14 8.671324262612928873e-15 1.572981900886785430e-14 1.111343819855916658e-14 1.504849187359429144e-14 2.039310676407216740e-14
-2.623144836425781250e+02 1.798066520690917969e+01 -1.875049072265625000e+03 -8.267635703086853027e-01 5.611940622329711914e-01 -3.902887925505638123e-02 1.038724989475293758e-14 1.644931429443145520e-14 1.995911679044561547e-14 1.556154122549829327e-14 2.243474031241095034e-14 1.778567036351557685e-14 2.171719420755430382e-14 2.682489052452734475e-14
-2.623144836425781250e+02 1.798066520690917969e+01 -1.875049072265625000e+03 -8.267635703086853027e-01 5.611940622329711914e-01 -3.902887925505638123e-02 1.038724989475293758e-14 1.644931429443145520e-14 1.995911679044561547e-14 1.556154122549829327e-14 2.243474031241095034e-14 1.778567036351557685e-14 2.171719420755430382e-14 2.682489052452734475e-14
-2.619671325683593750e+02 1.662447357177734375e+01 -1.871681640625000000e+03 -8.108304142951965332e-01 5.841876864433288574e-01 -3.575989231467247009e-02 9.767840279102111938e-15 1.582803340025583501e-14 1.925399720983984368e-14 1.510902982779644420e-14 2.191118916513327759e-14 1.753572386478139342e-14 2.136110190884571545e-14 2.646755261132473752e-14
